,title,meta,id,danceability,energy,key,mode,acousticness,instrumentalness,tempo,valence,speechiness,loudness,label,artist
3927,we fell in love in october,spotify:track:1BYZxKSf0aTxp8ZFoeyM3d,1BYZxKSf0aTxp8ZFoeyM3d,0.566,0.366,7,1,0.113,0.181,129.959,0.237,0.028,-12.808,party,girl in red
3928,ROSIE,spotify:track:4N9hEsqYoTqJiN2vDpsWTg,4N9hEsqYoTqJiN2vDpsWTg,0.734,0.483,6,1,0.187,0.0155,99.032,0.626,0.0408,-6.508,party,LoveLeo
3929,suburban wonderland,spotify:track:1dSp8A0PDSvRZXAsuuoge7,1dSp8A0PDSvRZXAsuuoge7,0.617,0.685,2,1,0.0184,0,87.969,0.508,0.063,-7.687,party,BETWEEN FRIENDS
3930,♺ HUMAN ♺,spotify:track:1jW14wyZnsS6hcSr1WRMId,1jW14wyZnsS6hcSr1WRMId,0.874,0.235,7,0,0.103,0,137.991,0.196,0.0624,-16.621,party,Lil Bo Weep
3931,24 / 7 / 365,spotify:track:0ClnfM4PI0wjlCVTJc9lP7,0ClnfM4PI0wjlCVTJc9lP7,0.752,0.65,4,1,0.264,1.38e-06,141.16,0.904,0.0334,-6.194,party,Surfaces
3932,Falling,spotify:track:3x31QlxZOHEXE6QaaAvvyT,3x31QlxZOHEXE6QaaAvvyT,0.298,0.705,0,1,0.0794,9.5e-05,39.902,0.339,0.126,-6.745,party,Surfaces
3933,Take Some Time,spotify:track:0Ie1ea9VHGbktOaz5PsazO,0Ie1ea9VHGbktOaz5PsazO,0.806,0.497,7,1,0.386,0,139.991,0.856,0.0432,-7.954,party,Surfaces
3934,Sunday Best,spotify:track:1Cv1YLb4q0RzL6pybtaMLo,1Cv1YLb4q0RzL6pybtaMLo,0.878,0.525,5,1,0.183,0,112.022,0.694,0.0578,-6.832,party,Surfaces
3935,Lava,spotify:track:2dIeraguJ8SoHDqXfSZelZ,2dIeraguJ8SoHDqXfSZelZ,0.62,0.616,1,1,0.304,0.00954,169.139,0.67,0.143,-10.071,party,Still Woozy
3936,Djadja,spotify:track:7sKDftgGirHWTVFMtJoDoh,7sKDftgGirHWTVFMtJoDoh,0.811,0.797,5,1,0.0617,0,97.988,0.541,0.165,-5.428,party,Aya Nakamura
3937,Ramenez la coupe à la maison,spotify:track:1m0UFnuTktOkksvjbF9z0m,1m0UFnuTktOkksvjbF9z0m,0.808,0.661,0,0,0.0358,0,107.992,0.804,0.0395,-6.237,party,Vegedream
3938,Khapta,spotify:track:6stxV2bl7xSiPUornxwyNR,6stxV2bl7xSiPUornxwyNR,0.811,0.692,4,0,0.00937,0,125.009,0.817,0.105,-2.836,party,Heuss L'enfoiré
3939,On verra,spotify:track:57I5KhEpQFC9XBgKt6nklL,57I5KhEpQFC9XBgKt6nklL,0.575,0.58,0,1,0.166,0,75.2,0.324,0.067,-6.801,party,Nekfeu
3940,Old Town Road - Remix,spotify:track:2YpeDb67231RjR0MgVLzsG,2YpeDb67231RjR0MgVLzsG,0.878,0.619,6,1,0.0533,0,136.041,0.639,0.102,-5.56,party,Lil Nas X
3941,Magic in the Air (feat. Ahmed Chawki),spotify:track:3s6ltUrI93LBKU8taezsLn,3s6ltUrI93LBKU8taezsLn,0.621,0.907,2,1,0.091,0,128.056,0.884,0.0474,-3.923,party,Magic System
3942,Madrina,spotify:track:6cKj3bzvVrOQtPfGhcKlRt,6cKj3bzvVrOQtPfGhcKlRt,0.734,0.824,11,0,0.206,0.0507,122.997,0.673,0.0554,-5.201,party,Maes
3943,Bob Marley,spotify:track:2qXmVc811574AdIdDgayRP,2qXmVc811574AdIdDgayRP,0.651,0.616,10,0,0.104,0,89.977,0.568,0.222,-7.467,party,Dadju
3944,Bazardée,spotify:track:2KiHXiqQA2dHiLfeSxtTeP,2KiHXiqQA2dHiLfeSxtTeP,0.772,0.783,8,0,0.336,0,103.079,0.71,0.0353,-6.257,party,KeBlack
3945,Chocolat (feat. Awa Imani),spotify:track:4fwtP5khM1iEoa6BP1QQsX,4fwtP5khM1iEoa6BP1QQsX,0.729,0.679,2,0,0.0822,0,108.964,0.75,0.0568,-5.456,party,Lartiste
3946,Alors on danse,spotify:track:2GYHyAoLWpkxLVa4oYTVko,2GYHyAoLWpkxLVa4oYTVko,0.791,0.59,1,0,0.0994,0.00203,119.951,0.714,0.0793,-9.206,party,Stromae
3947,Θ. Macarena,spotify:track:2ewjMyCbNv2X1dB2qIDCwD,2ewjMyCbNv2X1dB2qIDCwD,0.777,0.554,2,1,0.182,1.7e-06,129.933,0.27,0.0572,-8.179,party,Damso
3948,Mobali,spotify:track:1qZ2qGQoyrbyD6H33a1Lyi,1qZ2qGQoyrbyD6H33a1Lyi,0.812,0.807,7,0,0.11,0,123.095,0.931,0.141,-5.378,party,Siboy
3949,Réseaux,spotify:track:0HKNlsZ0zFlSqUqWj1nVVG,0HKNlsZ0zFlSqUqWj1nVVG,0.795,0.668,1,1,0.161,0,150.093,0.349,0.244,-6.463,party,Niska
3950,Mr. Saxobeat - Radio Edit,spotify:track:4zIaXqKCXZs02eB6jEe5Mf,4zIaXqKCXZs02eB6jEe5Mf,0.711,0.928,11,0,0.0239,0.000278,127.047,0.745,0.0527,-4.162,party,Alexandra Stan
3951,Waka Waka (This Time for Africa) [The Official 2010 FIFA World Cup (TM) Song] (feat. Freshlyground),spotify:track:2Cd9iWfcOpGDHLz6tVA3G4,2Cd9iWfcOpGDHLz6tVA3G4,0.766,0.873,11,0,0.00627,0,126.988,0.743,0.143,-6.381,party,Shakira
3952,Mwaka Moon,spotify:track:7LDq2cE0TQV66BXorbV8FD,7LDq2cE0TQV66BXorbV8FD,0.786,0.543,1,0,0.232,0,155.008,0.341,0.0774,-6.246,party,Kalash
3953,Ma direction,spotify:track:6tFJdAZGXGsHTdMKmc1NjR,6tFJdAZGXGsHTdMKmc1NjR,0.865,0.763,4,0,0.0783,0,106.977,0.683,0.197,-5.482,party,Sexion D'Assaut
3954,Afro Trap Pt. 3 (Champions League),spotify:track:0D0np8Odu1PNamKfajA6AX,0D0np8Odu1PNamKfajA6AX,0.962,0.726,10,1,0.152,0,123.066,0.566,0.4,-5.697,party,MHD
3955,Can't Hold Us (feat. Ray Dalton),spotify:track:31qgVdvSqTQ7unwQQngycB,31qgVdvSqTQ7unwQQngycB,0.634,0.927,2,1,0.027,0,146.094,0.88,0.0838,-4.468,party,Macklemore & Ryan Lewis
3956,Désolé,spotify:track:5NsOnvpjvH9sCz8TyVOmOz,5NsOnvpjvH9sCz8TyVOmOz,0.631,0.482,1,0,0.428,0,100.013,0.677,0.121,-6.761,party,Sexion D'Assaut
3957,Validée,spotify:track:7v8xMXZUe3ZPzke2tjZnO1,7v8xMXZUe3ZPzke2tjZnO1,0.644,0.815,6,0,0.145,0.0125,203.916,0.795,0.0708,-6.011,party,Booba
3958,Starships,spotify:track:2EBCVPNAG46nbgs6jXPGvv,2EBCVPNAG46nbgs6jXPGvv,0.747,0.716,11,0,0.135,0,125.008,0.751,0.075,-2.457,party,Nicki Minaj
3959,Rien qu'une fois,spotify:track:423Lqrleljmw1TVm6tNnFh,423Lqrleljmw1TVm6tNnFh,0.608,0.727,8,1,0.573,0,90.255,0.459,0.0947,-5.618,party,Keen' V
3960,P*Tain de m*Rde,spotify:track:1OYliHobfsVlwcnQqtSSEE,1OYliHobfsVlwcnQqtSSEE,0.775,0.802,0,1,0.27,0.00342,140.014,0.804,0.251,-6.237,party,Naza
3961,Bad Boy,spotify:track:0N90EmHdOXLnTYDoeLwsmr,0N90EmHdOXLnTYDoeLwsmr,0.796,0.496,9,0,0.431,5.51e-06,97.988,0.716,0.0388,-8.165,party,Marwa Loud
3962,Sac à dos,spotify:track:6WzuBQg8YcvHrargJhHeS2,6WzuBQg8YcvHrargJhHeS2,0.83,0.66,7,1,0.073,0.000229,114.028,0.881,0.117,-7.727,party,Naza
3963,Billet,spotify:track:5tblb3Aojs2S91eE1lxWxP,5tblb3Aojs2S91eE1lxWxP,0.863,0.652,4,0,0.282,0,97.027,0.578,0.0724,-7.875,party,Marwa Loud
3964,Toutes les nuits - Radio edit,spotify:track:67xHQe7ugrdXKsbjxMymCk,67xHQe7ugrdXKsbjxMymCk,0.662,0.83,5,1,0.0629,0,95.072,0.808,0.0315,-5.516,party,Colonel Reyel
3965,I Like It,spotify:track:58q2HKrzhC3ozto2nDdN4z,58q2HKrzhC3ozto2nDdN4z,0.816,0.726,5,0,0.099,0,136.048,0.65,0.129,-3.998,party,Cardi B
3966,Copines,spotify:track:3AZg5nZgMquXJ67KgpngKX,3AZg5nZgMquXJ67KgpngKX,0.701,0.787,8,0,0.268,0,180.024,0.904,0.0852,-3.941,party,Aya Nakamura
3967,Mon kiki,spotify:track:0wSze2iSowjbw8gZfB6JBu,0wSze2iSowjbw8gZfB6JBu,0.664,0.65,11,0,0.432,0.000112,89.906,0.635,0.158,-7.491,party,Naza
3968,Mafiosa (feat. Caroliina),spotify:track:0WxiQqTcK3ZErx2mMWgtm6,0WxiQqTcK3ZErx2mMWgtm6,0.867,0.724,6,1,0.258,0,128.97,0.757,0.0978,-4.266,party,Lartiste
3969,Pourquoi tu forces,spotify:track:1lgunmmIvvsY7mZeN1SL3j,1lgunmmIvvsY7mZeN1SL3j,0.726,0.757,10,0,0.131,0.000157,184.553,0.843,0.152,-6.008,party,DJ Erise
3970,Un Poco,spotify:track:3MVTefqbeNX5yHFOmnHy3X,3MVTefqbeNX5yHFOmnHy3X,0.767,0.832,11,0,0.179,2.27e-05,99.992,0.946,0.106,-5.915,party,Ninho
3971,Dura,spotify:track:2j2fIJGh4PMdXt9ULI5Tlc,2j2fIJGh4PMdXt9ULI5Tlc,0.786,0.846,1,1,0.174,0,95.005,0.819,0.0505,-3.468,party,Daddy Yankee
3972,Reuf - Version Five,spotify:track:2leMkoqVDExMeTdIxO5mzq,2leMkoqVDExMeTdIxO5mzq,0.899,0.632,1,1,0.261,0,120.051,0.26,0.114,-8.095,party,Nekfeu
3973,À Kinshasa (feat. Fally Ipupa),spotify:track:7bLy8fxBMroDuV0zxwGSn6,7bLy8fxBMroDuV0zxwGSn6,0.508,0.768,10,0,0.229,0,66.57,0.61,0.203,-5.733,party,Ninho
3974,Sucré salé,spotify:track:2OfkDl4GUwUc6Xyj8Uqyhx,2OfkDl4GUwUc6Xyj8Uqyhx,0.87,0.798,4,1,0.0692,0,120.011,0.753,0.0616,-6.607,party,Logobi GT
3975,Las Vegas,spotify:track:6L2bXG181V9k56XS167r1P,6L2bXG181V9k56XS167r1P,0.603,0.761,10,0,0.147,0,170.086,0.616,0.176,-5.389,party,Jok'air
3976,On se connaît,spotify:track:18m3o2kmvnYJn2cCOZ4LD9,18m3o2kmvnYJn2cCOZ4LD9,0.839,0.805,9,0,0.185,0,96.021,0.699,0.111,-6.128,party,Youssoupha
3977,Ces soirées-là,spotify:track:3jR3ajh66nd7HkIVPkZGpm,3jR3ajh66nd7HkIVPkZGpm,0.834,0.82,0,1,0.207,0.154,104.241,0.879,0.0647,-3.899,party,Les tubes du nouvel an
3978,Dream Girl,spotify:track:18QYdpCm1hrM4riYSWmdu6,18QYdpCm1hrM4riYSWmdu6,0.687,0.558,2,0,0.266,8.34e-06,115.93,0.442,0.264,-6.27,party,Ir Sais
3979,Sucette (feat. Niska),spotify:track:3qHs2PoiJMPvdxgyRSvqAl,3qHs2PoiJMPvdxgyRSvqAl,0.799,0.781,5,0,0.235,1.05e-06,189.954,0.672,0.128,-6.115,party,Aya Nakamura
3980,Replay,spotify:track:4E5P1XyAFtrjpiIxkydly4,4E5P1XyAFtrjpiIxkydly4,0.706,0.751,9,1,0.173,0,91.031,0.195,0.0708,-6.323,party,Iyaz
3981,Ça marche (feat. The Shin Sekaï),spotify:track:7lg11NyWmYxjCv7RVr80ON,7lg11NyWmYxjCv7RVr80ON,0.78,0.848,0,1,0.013,0,120.03,0.789,0.0642,-4.422,party,Maître Gims
3982,Cosmo,spotify:track:2a7Sqh8bpbabVWlY2jRET9,2a7Sqh8bpbabVWlY2jRET9,0.693,0.903,5,0,0.00809,0,146.015,0.656,0.313,-4.355,party,Soprano
3983,Hasta el Amanecer,spotify:track:5Fim1gaXBgsiFfsQAfQSDS,5Fim1gaXBgsiFfsQAfQSDS,0.832,0.608,6,0,0.282,0,94.013,0.589,0.0385,-6.042,party,Nicky Jam
3984,Aristocrate,spotify:track:7gNlaZaMIjRUfnAYd9Dvmt,7gNlaZaMIjRUfnAYd9Dvmt,0.935,0.613,1,0,0.268,3.1e-06,116.943,0.626,0.0662,-6.241,party,Heuss L'enfoiré
3985,Elle Danse sexy (feat. BB Model),spotify:track:1rVe2wOif8LV4s6zIxpZF0,1rVe2wOif8LV4s6zIxpZF0,0.61,0.803,0,0,0.00143,4.72e-06,140.033,0.61,0.0333,-6.306,party,Sisi K
3986,Elle est bonne sa mère,spotify:track:7j56bK7gq6iV7zsD6lbP4J,7j56bK7gq6iV7zsD6lbP4J,0.787,0.741,4,0,0.329,1.88e-05,105.0,0.466,0.0592,-5.484,party,Vegedream
3987,Pookie,spotify:track:2QpUWi6VSNOt2WyH5FIeLD,2QpUWi6VSNOt2WyH5FIeLD,0.912,0.598,6,0,0.0718,1.12e-06,98.006,0.533,0.0877,-7.718,party,Aya Nakamura
3988,JCVD,spotify:track:10iesoGb4mCYTcur1QfdO9,10iesoGb4mCYTcur1QfdO9,0.847,0.83,7,0,0.479,2.54e-06,130.05,0.895,0.034,-5.873,party,Jul
3989,Oh la folle,spotify:track:5fW4TKcWuk4hgasD60JyZv,5fW4TKcWuk4hgasD60JyZv,0.93,0.655,0,1,0.391,0,122.031,0.777,0.056,-5.218,party,Marwa Loud
3990,Everytime We Touch,spotify:track:5aEqcblO0Z6JloFJXtxyhe,5aEqcblO0Z6JloFJXtxyhe,0.633,0.976,8,1,0.00281,1.29e-05,142.027,0.493,0.0519,-5.362,party,Cascada
3991,On est fait pour ça,spotify:track:0jPloz3ESqCi0Hevisdki8,0jPloz3ESqCi0Hevisdki8,0.785,0.874,6,0,0.101,8.71e-06,126.014,0.933,0.0429,-3.558,party,Naps
3992,Juice,spotify:track:0k664IuFwVP557Gnx7RhIl,0k664IuFwVP557Gnx7RhIl,0.767,0.889,7,1,0.00611,0,119.93,0.843,0.0963,-2.988,party,Lizzo
3993,Fume à fond,spotify:track:2czusdWqk7MjrwGdQNDVNa,2czusdWqk7MjrwGdQNDVNa,0.762,0.633,6,1,0.446,0,74.944,0.779,0.485,-6.571,party,Lorenzo
3994,Tes parents (feat. Ninho),spotify:track:0G0ZyEQyc3IBcRnYCvtTwb,0G0ZyEQyc3IBcRnYCvtTwb,0.833,0.688,0,0,0.256,0,125.022,0.534,0.245,-7.3,party,Leto
3995,Ma belle,spotify:track:3Aq1SJ1hWlfazx8IIC6u1D,3Aq1SJ1hWlfazx8IIC6u1D,0.739,0.656,0,1,0.764,4.09e-06,82.011,0.47,0.0578,-5.516,party,Moha La Squale
3996,Un peu de haine,spotify:track:5yYfCoMrhcuxMP9CAmA2rU,5yYfCoMrhcuxMP9CAmA2rU,0.77,0.658,1,0,0.44,0,133.994,0.417,0.0593,-7.272,party,PLK
3997,Problèmes,spotify:track:5Q9gwUMjyhkgrQCB3EzIEZ,5Q9gwUMjyhkgrQCB3EzIEZ,0.616,0.565,11,0,0.392,0,86.678,0.597,0.0622,-8.935,party,PLK
3998,Cheum,spotify:track:3eG36tERWexe2lm75Ea3Y8,3eG36tERWexe2lm75Ea3Y8,0.872,0.613,9,1,0.265,0,139.888,0.339,0.319,-4.884,party,Nekfeu
3999,Ma dope,spotify:track:6eVHz1I8JaAYUl1jTgSjRW,6eVHz1I8JaAYUl1jTgSjRW,0.855,0.551,8,1,0.245,2.31e-06,135.995,0.351,0.0741,-7.651,party,Nekfeu
4000,Bad boy,spotify:track:0RE4crnT3jRms1xxVlEZx2,0RE4crnT3jRms1xxVlEZx2,0.796,0.496,9,0,0.431,5.51e-06,97.988,0.716,0.0388,-8.165,party,Marwa Loud
4001,Médicament,spotify:track:55mCsKCo4bPuYtZvHppp8z,55mCsKCo4bPuYtZvHppp8z,0.665,0.653,6,0,0.693,0,157.38,0.381,0.0893,-6.686,party,Niska
4002,Bella,spotify:track:2JVpqmEDWvgyB6ZOC42s5C,2JVpqmEDWvgyB6ZOC42s5C,0.733,0.786,7,0,0.0773,0,102.032,0.637,0.0598,-5.068,party,Eva
4003,Scarface,spotify:track:2lIBT5vhgGXKMUoCFeFJvZ,2lIBT5vhgGXKMUoCFeFJvZ,0.65,0.731,11,0,0.465,0.0222,137.99,0.478,0.0387,-6.753,party,Booba
4004,"Eu Quero Tchu, Eu Quero Tcha",spotify:track:1Zcp5sBkm7d5bUZIfRNpUy,1Zcp5sBkm7d5bUZIfRNpUy,0.717,0.932,11,0,0.0072,2.06e-06,138.021,0.658,0.0517,-3.922,party,Flavel & Neto
4005,À Nos Souvenirs - Remasterisé,spotify:track:7HtGQdNYKl5HkOGBK0xPJ8,7HtGQdNYKl5HkOGBK0xPJ8,0.694,0.81,1,0,0.383,0,133.806,0.49,0.185,-7.025,party,Trois Cafés Gourmands
4006,Les méchants,spotify:track:4E8uQjL58yMXg2Ic6jMpxz,4E8uQjL58yMXg2Ic6jMpxz,0.675,0.626,6,0,0.362,0,192.011,0.512,0.303,-5.648,party,Heuss L'enfoiré
4007,On Fleek,spotify:track:4MSFxqmkiMxq7e61jTqgqt,4MSFxqmkiMxq7e61jTqgqt,0.735,0.764,4,0,0.102,0,97.056,0.609,0.155,-4.626,party,Eva
4008,Monégasque,spotify:track:7C7l4I5OZHEO1Vbx8SGJC2,7C7l4I5OZHEO1Vbx8SGJC2,0.722,0.734,6,1,0.416,0,74.883,0.612,0.231,-4.583,party,PLK
4009,Copines,spotify:track:1Bhm5HNO1cq8olDbBmokyL,1Bhm5HNO1cq8olDbBmokyL,0.701,0.787,8,0,0.27,0,180.027,0.904,0.0855,-3.941,party,Aya Nakamura
4010,Michto,spotify:track:47V9WTw9aVHgGXi4wG1JXf,47V9WTw9aVHgGXi4wG1JXf,0.857,0.811,2,0,0.325,0,99.974,0.575,0.0849,-4.173,party,DJ Kayz
4011,La fuite - Vegedream X Dj Leska / Edit MIx,spotify:track:19IXPRtUuKFwIqJSFPY8zz,19IXPRtUuKFwIqJSFPY8zz,0.792,0.816,10,0,0.396,0,105.002,0.855,0.065,-6.207,party,Vegedream
4012,Money (feat. Faouzia),spotify:track:1NUC8l1gq50VuHzmWRMA2G,1NUC8l1gq50VuHzmWRMA2G,0.735,0.804,7,1,0.603,0,130.038,0.614,0.218,-6.004,party,Ninho
4013,Sale mood,spotify:track:7oxSh7uiB74lWGVIv2Qtlm,7oxSh7uiB74lWGVIv2Qtlm,0.685,0.761,11,0,0.297,0,159.929,0.726,0.0641,-4.556,party,Bramsito
4014,Jamais (feat. Dadju),spotify:track:6nIr35G9lVYMcuedV4NY2t,6nIr35G9lVYMcuedV4NY2t,0.596,0.709,4,0,0.492,0,94.162,0.333,0.319,-6.256,party,Ninho
4015,Con Calma,spotify:track:5w9c2J52mkdntKOmRLeM2m,5w9c2J52mkdntKOmRLeM2m,0.737,0.86,8,0,0.11,1.94e-06,93.989,0.656,0.0593,-2.652,party,Daddy Yankee
4016,La vie qu'on mène,spotify:track:0Jh6iWjna1wk5le0Ahn7No,0Jh6iWjna1wk5le0Ahn7No,0.8,0.756,7,0,0.687,2.06e-06,113.204,0.456,0.0367,-4.4,party,Ninho
4017,A ma table - Original version,spotify:track:02K0LgNthQpIfYMg6dNZ0R,02K0LgNthQpIfYMg6dNZ0R,0.965,0.664,1,0,0.0986,0.00228,128.027,0.787,0.298,-5.097,party,DJ Vielo
4018,Ne reviens pas,spotify:track:0kp0ovTvyYUdoexEt7AcoL,0kp0ovTvyYUdoexEt7AcoL,0.932,0.762,10,0,0.222,0,124.975,0.931,0.0747,-3.376,party,Gradur
4019,China,spotify:track:2ksOAxtIxY8yElEWw8RhgK,2ksOAxtIxY8yElEWw8RhgK,0.786,0.808,7,1,0.0846,0.000289,105.027,0.609,0.0882,-3.702,party,Anuel AA
4020,DKR,spotify:track:0QLjm2PNqKRJfWsxDPa9Ra,0QLjm2PNqKRJfWsxDPa9Ra,0.68,0.802,3,0,0.605,4.57e-05,101.696,0.953,0.26,-5.619,party,Booba
4021,92i veyron,spotify:track:6Wpgf0xNuBIUpJF2uH7swL,6Wpgf0xNuBIUpJF2uH7swL,0.801,0.674,6,0,0.27,0,122.978,0.453,0.134,-5.576,party,Booba
4022,Friday,spotify:track:4ruXQncBxzZmUGSi270LGT,4ruXQncBxzZmUGSi270LGT,0.773,0.769,7,0,0.697,1.25e-06,124.667,0.373,0.0942,-3.116,party,Booba
4023,Kalash,spotify:track:1ACqqQiBkxSOoEYUW57Itl,1ACqqQiBkxSOoEYUW57Itl,0.695,0.778,2,1,0.0154,0,138.101,0.654,0.148,-6.633,party,Booba
4024,Benzema,spotify:track:4sXLARdD7qG71UOZ21SY6L,4sXLARdD7qG71UOZ21SY6L,0.849,0.812,6,1,0.123,0,80.208,0.674,0.35,-4.717,party,Brulux
4025,El Diablo,spotify:track:3dlzyvxVSAoNFg4Wby3quj,3dlzyvxVSAoNFg4Wby3quj,0.259,0.734,0,1,0.388,0.024,148.825,0.0357,0.241,-5.663,party,Carnage
4026,Ultimate,spotify:track:6R0GRYk2vs2XuBVemYK5YZ,6R0GRYk2vs2XuBVemYK5YZ,0.493,0.826,9,1,0.095,3.42e-06,112.865,0.75,0.311,-3.106,party,Denzel Curry
4027,Chien d'la casse,spotify:track:1ozfWc3Eu7i11NuJEVmmmo,1ozfWc3Eu7i11NuJEVmmmo,0.824,0.712,11,0,0.0358,0,95.955,0.644,0.123,-4.522,party,Diddi Trix
4028,Soirée (feat. Mokobé & Dry & Dieselle),spotify:track:1iUZLF99YBx5aFPDyJoCsk,1iUZLF99YBx5aFPDyJoCsk,0.9,0.704,11,0,0.169,0,118.935,0.953,0.296,-6.562,party,DJ Kayz
4029,Loco Contigo (feat. J. Balvin & Tyga),spotify:track:6osaMSJh9NguagEDQcZaKx,6osaMSJh9NguagEDQcZaKx,0.694,0.758,11,1,0.278,1.34e-06,192.091,0.371,0.218,-2.986,party,DJ Snake
4030,"Taki Taki (feat. Selena Gomez, Ozuna & Cardi B)",spotify:track:0KoiMHhqKLoL4xM54rcWYY,0KoiMHhqKLoL4xM54rcWYY,0.842,0.801,8,0,0.157,4.82e-06,95.881,0.617,0.228,-4.167,party,DJ Snake
4031,Bénéfice max,spotify:track:2tA1UUhk2WH3wI1nAXSNBc,2tA1UUhk2WH3wI1nAXSNBc,0.763,0.516,10,0,0.00398,0,131.985,0.483,0.0557,-7.082,party,Djadja & Dinaz
4032,Me Gusta,spotify:track:6P3FBaZfUjeWYExU2ShaPZ,6P3FBaZfUjeWYExU2ShaPZ,0.834,0.734,6,0,0.413,4.01e-05,89.989,0.356,0.341,-5.948,party,DTF
4033,Fallait Pas,spotify:track:3VopW4TAhthIq3N4mAXwhY,3VopW4TAhthIq3N4mAXwhY,0.892,0.779,9,1,0.532,9.4e-06,124.017,0.927,0.0945,-6.607,party,Marwa Loud
4034,La dot,spotify:track:3aRgAfrt6aQW8IimLq2aVG,3aRgAfrt6aQW8IimLq2aVG,0.448,0.513,0,1,0.203,0,82.451,0.751,0.163,-6.108,party,Aya Nakamura
4035,"Va Bene - Extrait de la BOF de ""Taxi 5""",spotify:track:3jMimE9wZwPxVDiUgzFeDm,3jMimE9wZwPxVDiUgzFeDm,0.793,0.946,0,0,0.0944,0,99.996,0.742,0.0584,-3.141,party,L'Algérino
4036,Single Ladies (Put a Ring on It),spotify:track:557un1HgwYMuqfWGSTmnxw,557un1HgwYMuqfWGSTmnxw,0.426,0.584,1,1,0.0383,0,193.438,0.272,0.296,-5.293,party,Beyoncé
4037,Survivor,spotify:track:7qtAgn9mwxygsPOsUDVRRt,7qtAgn9mwxygsPOsUDVRRt,0.524,0.904,8,1,0.0533,0,161.188,0.655,0.398,-2.071,party,Destiny's Child
4038,Crazy In Love (feat. Jay-Z),spotify:track:0TwBtDAWpkpM3srywFVOV5,0TwBtDAWpkpM3srywFVOV5,0.664,0.758,2,0,0.00238,0,99.259,0.701,0.21,-6.583,party,Beyoncé
4039,Run the World (Girls),spotify:track:1uXbwHHfgsXcUKfSZw5ZJ0,1uXbwHHfgsXcUKfSZw5ZJ0,0.733,0.899,0,1,0.00496,4.72e-05,127.086,0.76,0.143,-4.237,party,Beyoncé
4040,Oops!...I Did It Again,spotify:track:6naxalmIoLFWR0siv8dnQQ,6naxalmIoLFWR0siv8dnQQ,0.751,0.834,1,0,0.3,1.77e-05,95.053,0.894,0.0437,-5.444,party,Britney Spears
4041,Say My Name,spotify:track:7H6ev70Weq6DdpZyyTmUXk,7H6ev70Weq6DdpZyyTmUXk,0.713,0.678,5,0,0.273,0,138.009,0.734,0.102,-3.525,party,Destiny's Child
4042,Party In The U.S.A.,spotify:track:3E7dfMvvCLUddWissuqMwr,3E7dfMvvCLUddWissuqMwr,0.652,0.698,10,0,0.00112,0.000115,96.021,0.47,0.042,-4.667,party,Miley Cyrus
4043,Survivor / I Will Survive (Glee Cast Version),spotify:track:77arwHFzLS7EPSmUIsN6h2,77arwHFzLS7EPSmUIsN6h2,0.563,0.913,9,0,0.00773,0,128.083,0.311,0.225,-4.384,party,Glee Cast
4044,Betasten,spotify:track:7nwSbPfiDGGBCmYWOS4ezn,7nwSbPfiDGGBCmYWOS4ezn,0.836,0.72,6,1,0.339,0,104.979,0.726,0.0742,-3.821,party,Team Rush Hour
4045,Schuif,spotify:track:0SEzUzbEk1v6aFsfW73Ojt,0SEzUzbEk1v6aFsfW73Ojt,0.916,0.61,1,1,0.038,7.04e-05,108.001,0.687,0.231,-7.297,party,LA$$A
4046,"thank u, next",spotify:track:3e9HZxeyfWwjeyPAMmWSSQ,3e9HZxeyfWwjeyPAMmWSSQ,0.717,0.653,1,1,0.229,0,106.966,0.412,0.0658,-5.634,party,Ariana Grande
4047,Baby,spotify:track:6epn3r7S14KUqlReYr77hA,6epn3r7S14KUqlReYr77hA,0.728,0.859,5,0,0.0401,0,65.043,0.535,0.137,-5.237,party,Justin Bieber
4048,hot girl bummer,spotify:track:7aiClxsDWFRQ0Kzk5KI5ku,7aiClxsDWFRQ0Kzk5KI5ku,0.778,0.559,6,0,0.128,0,129.989,0.678,0.0776,-7.109,party,blackbear
4049,"break up with your girlfriend, i'm bored",spotify:track:4kV4N9D1iKVxx1KLvtTpjS,4kV4N9D1iKVxx1KLvtTpjS,0.726,0.554,5,0,0.0421,0,169.999,0.335,0.0917,-5.29,party,Ariana Grande
4050,Ballin' (with Roddy Ricch),spotify:track:3QzAOrNlsabgbMwlZt7TAY,3QzAOrNlsabgbMwlZt7TAY,0.809,0.545,7,1,0.392,0,97.008,0.244,0.0735,-6.678,party,Mustard
4051,Only Girl (In The World),spotify:track:0AH6WMe3OlAlUb5miXt2FQ,0AH6WMe3OlAlUb5miXt2FQ,0.789,0.716,11,0,0.129,1.07e-05,125.906,0.611,0.0432,-4.241,party,Rihanna
4052,stupid,spotify:track:4k3uABcX9iaGlt5pRJhumi,4k3uABcX9iaGlt5pRJhumi,0.673,0.579,0,0,0.0692,8.61e-05,96.009,0.262,0.0392,-6.029,party,Tate McRae
4053,Darte Remix,spotify:track:6xqbec9MHRmW7qtEINAlRx,6xqbec9MHRmW7qtEINAlRx,0.81,0.631,4,0,0.144,1.32e-06,154.976,0.573,0.0938,-6.541,party,Alex Rose
4054,Hard 2 Get,spotify:track:5aDKZysYr35N9Y0peupNXa,5aDKZysYr35N9Y0peupNXa,0.681,0.719,8,1,0.165,8.65e-06,200.441,0.659,0.236,-7.071,party,Bryan Mg
