,title,meta,id,danceability,energy,key,mode,acousticness,instrumentalness,tempo,valence,speechiness,loudness,label,artist
10273,Rack City,spotify:track:7LBohG6plAhWaHjuzi4CpY,7LBohG6plAhWaHjuzi4CpY,0.928,0.326,1,1,0.0428,2.56e-05,98.958,0.261,0.372,-10.943,party,Tyga
10274,Ni**as In Paris,spotify:track:2Zb7wnGUnNPCas2E0wWSQ5,2Zb7wnGUnNPCas2E0wWSQ5,0.788,0.859,1,1,0.127,0,140.027,0.769,0.315,-5.542,party,JAY-Z
10275,Mercy,spotify:track:4qikXelSRKvoCqFcHLB2H2,4qikXelSRKvoCqFcHLB2H2,0.563,0.496,6,0,0.0685,5.8e-05,139.993,0.426,0.406,-9.381,party,Kanye West
10276,Anaconda,spotify:track:5a5so8nqDGq75MI5WMbBtT,5a5so8nqDGq75MI5WMbBtT,0.948,0.632,2,1,0.0582,0.000106,130.018,0.742,0.146,-5.463,party,Nicki Minaj
10277,Only,spotify:track:46X0dXeliHXD73sxexJx7d,46X0dXeliHXD73sxexJx7d,0.849,0.51,8,0,0.352,0,120.02,0.273,0.516,-6.902,party,Nicki Minaj
10278,In Da Club,spotify:track:4RY96Asd9IefaL3X4LOLZ8,4RY96Asd9IefaL3X4LOLZ8,0.902,0.72,6,0,0.26,0,90.059,0.805,0.347,-2.776,party,50 Cent
10279,I Don't Fuck With You,spotify:track:7p54iuWHqvdeN224OglZ9t,7p54iuWHqvdeN224OglZ9t,0.82,0.723,1,1,0.0327,0,97.98,0.417,0.0656,-5.505,party,Big Sean
10280,Clique,spotify:track:3rbNV2GI8Vtd8byhUtXZID,3rbNV2GI8Vtd8byhUtXZID,0.704,0.569,7,0,0.0488,0,109.314,0.313,0.247,-4.998,party,Kanye West
10281,Tipsy - Club Mix,spotify:track:3cWK4wkVasqw4SBvH2JAG8,3cWK4wkVasqw4SBvH2JAG8,0.925,0.754,0,1,0.0588,0,93.018,0.624,0.371,-5.39,party,J-Kwon
10282,Gold Digger,spotify:track:1PS1QMdUqOal0ai3Gt7sDQ,1PS1QMdUqOal0ai3Gt7sDQ,0.629,0.696,1,0,0.0195,0,93.034,0.623,0.348,-5.572,party,Kanye West
10283,Dance (A$$) Remix,spotify:track:3OVLPcUPS0HbMeAeMP0jZ4,3OVLPcUPS0HbMeAeMP0jZ4,0.821,0.721,11,0,0.0263,0.000661,79.949,0.698,0.292,-6.807,party,Big Sean
10284,OG Bobby Johnson,spotify:track:5BtN3kFKoISSWFpXWz7O4L,5BtN3kFKoISSWFpXWz7O4L,0.943,0.949,1,1,0.0362,0,110.984,0.701,0.222,-4.22,party,QUE.
10285,HeadBand (feat. 2 Chainz),spotify:track:6gf1xlPETW9CwjsdnUzW3g,6gf1xlPETW9CwjsdnUzW3g,0.92,0.472,1,1,0.166,0,97.463,0.308,0.333,-7.941,party,B.o.B
10286,Ayy Ladies (feat. Tyga),spotify:track:163ExVYtJrtdE86Qd5Fw2N,163ExVYtJrtdE86Qd5Fw2N,0.905,0.753,10,0,0.0937,0,96.05,0.747,0.164,-3.613,party,Travis Porter
10287,No Mediocre (feat. Iggy Azalea),spotify:track:0SqUFLaRXwufRUsJ0t4dXB,0SqUFLaRXwufRUsJ0t4dXB,0.781,0.495,1,1,0.0957,0,95.466,0.195,0.0432,-7.449,party,T.I.
10288,10 Bands,spotify:track:12d5QFwzh60IIHlsSnAvps,12d5QFwzh60IIHlsSnAvps,0.825,0.756,11,0,0.265,2.15e-06,172.938,0.888,0.383,-3.687,party,Drake
10289,I Know,spotify:track:6rje9f1wRFJDO2iTORw0lH,6rje9f1wRFJDO2iTORw0lH,0.733,0.334,1,1,0.327,0,119.935,0.267,0.0811,-11.314,party,Big Sean
10290,m.A.A.d city,spotify:track:439TlnnznSiBbQbgXiBqAd,439TlnnznSiBbQbgXiBqAd,0.487,0.729,2,1,0.0538,4.07e-06,91.048,0.217,0.271,-6.815,party,Kendrick Lamar
10291,Right Hand,spotify:track:3lSR267IJfT54p0Gfuw7mi,3lSR267IJfT54p0Gfuw7mi,0.916,0.301,2,1,0.117,0,100.518,0.351,0.237,-7.657,party,Drake
10292,Slob On My Nob,spotify:track:5rmFTddY4UMU6v5ievs0Zw,5rmFTddY4UMU6v5ievs0Zw,0.861,0.661,1,0,0.00762,0,84.809,0.556,0.267,-6.236,party,Tear Da Club Up Thugs
10293,Down In the DM (feat. Nicki Minaj) - Remix,spotify:track:5w1vhNA2OEWUQ371QzyMmM,5w1vhNA2OEWUQ371QzyMmM,0.791,0.634,1,0,0.00243,5.43e-05,152.961,0.323,0.0639,-7.684,party,Yo Gotti
10294,Watch Out,spotify:track:22DKsoYFV5npPXmnPpXL7i,22DKsoYFV5npPXmnPpXL7i,0.899,0.504,8,0,0.826,0,129.89,0.537,0.5,-6.758,party,2 Chainz
10295,Low Life (feat. The Weeknd),spotify:track:71SDPonZOsIKNtqnaX8LXj,71SDPonZOsIKNtqnaX8LXj,0.722,0.331,8,1,0.337,0.283,143.974,0.102,0.0725,-7.789,party,Future
10296,679 (feat. Remy Boyz),spotify:track:5NQbUaeTEOGdD6hHcre0dZ,5NQbUaeTEOGdD6hHcre0dZ,0.618,0.717,7,1,0.00256,0,190.05,0.603,0.318,-5.738,party,Fetty Wap
10297,Trap Queen,spotify:track:2d8JP84HNLKhmd6IYOoupQ,2d8JP84HNLKhmd6IYOoupQ,0.746,0.873,7,1,0.0244,0,148.075,0.817,0.128,-3.803,party,Fetty Wap
10298,My Way (feat. Monty),spotify:track:1WoOzgvz6CgH4pX6a1RKGp,1WoOzgvz6CgH4pX6a1RKGp,0.748,0.741,6,1,0.00419,0,128.077,0.537,0.0531,-3.103,party,Fetty Wap
10299,Again,spotify:track:3ESSGgWzRf1xvP7G5hHMhB,3ESSGgWzRf1xvP7G5hHMhB,0.748,0.733,11,0,0.0062,0,93.019,0.291,0.072,-4.421,party,Fetty Wap
10300,The Next Episode,spotify:track:20LxTsa6936zOlzTWqoPVt,20LxTsa6936zOlzTWqoPVt,0.92,0.891,3,0,0.0313,0,95.295,0.311,0.253,-2.398,party,Dr. Dre
10301,Still D.R.E.,spotify:track:6ltPEsP4edATzvinHOzvk2,6ltPEsP4edATzvinHOzvk2,0.814,0.779,11,1,0.175,0.000671,93.43,0.544,0.235,-3.271,party,Dr. Dre
10302,Get Low,spotify:track:0r2Bul2NuCViraT2zX1l5j,0r2Bul2NuCViraT2zX1l5j,0.521,0.625,1,1,0.0301,0,101.019,0.136,0.067,-7.47,party,Ying Yang Twins
10303,"Beamer, Benz or Bentley",spotify:track:1GPG59ArrhLpnR8AqxMz2X,1GPG59ArrhLpnR8AqxMz2X,0.536,0.677,4,0,0.00365,2.67e-05,106.99,0.475,0.364,-5.384,party,Lloyd Banks
10304,The Real Slim Shady,spotify:track:3yfqSUWxFvZELEM4PmlwIR,3yfqSUWxFvZELEM4PmlwIR,0.949,0.661,5,0,0.0302,0,104.504,0.76,0.0572,-4.244,party,Eminem
10305,Mask Off,spotify:track:3rOSwuTsUlJp0Pu0MkN8r8,3rOSwuTsUlJp0Pu0MkN8r8,0.833,0.434,2,1,0.0102,0.0219,150.062,0.281,0.431,-8.795,party,Future
10306,Transportin',spotify:track:1WIZiOuNO3woKfdlSK2gNn,1WIZiOuNO3woKfdlSK2gNn,0.804,0.66,10,0,0.0319,0,94.053,0.257,0.0726,-4.86,party,Kodak Black
10307,Rake It Up,spotify:track:6c7D34787LOtPm8tzhsLgH,6c7D34787LOtPm8tzhsLgH,0.91,0.444,1,0,0.022,0,149.953,0.53,0.344,-8.126,party,Yo Gotti
10308,White Girl,spotify:track:5yJzkdwbrQCwua2dIC3K6A,5yJzkdwbrQCwua2dIC3K6A,0.698,0.793,1,0,0.123,0,129.948,0.454,0.105,-5.332,party,Shy Glizzy
10309,Water,spotify:track:6HEIBHUirx1J0JkUD24szt,6HEIBHUirx1J0JkUD24szt,0.8,0.297,0,0,0.66,0.000111,140.051,0.213,0.407,-13.1,party,Ugly God
10310,Ric Flair Drip (& Metro Boomin),spotify:track:7sO5G9EABYOXQKNPNiE9NR,7sO5G9EABYOXQKNPNiE9NR,0.88,0.428,9,1,0.149,5.07e-05,100.007,0.333,0.206,-8.28,party,Offset
10311,Plain Jane REMIX (feat. Nicki Minaj),spotify:track:2YzmfPLqUx5CJOaw5ThsBV,2YzmfPLqUx5CJOaw5ThsBV,0.791,0.839,11,1,0.0588,6.26e-05,170.113,0.383,0.266,-4.284,party,A$AP Ferg
10312,Bank Account,spotify:track:5eqK0tbzUPo2SoeZsov04s,5eqK0tbzUPo2SoeZsov04s,0.884,0.346,8,0,0.0151,7.04e-06,75.016,0.376,0.351,-8.228,party,21 Savage
10313,Bodak Yellow,spotify:track:2771LMNxwf62FTAdpJMQfM,2771LMNxwf62FTAdpJMQfM,0.929,0.723,11,0,0.0672,0,125.022,0.458,0.109,-5.792,party,Cardi B
10314,Get it Again (feat. Dave East),spotify:track:79b0ZNhmXA4ktaPEO2L1rC,79b0ZNhmXA4ktaPEO2L1rC,0.821,0.654,11,0,0.0763,0,122.353,0.303,0.302,-4.806,party,Shy Glizzy
10315,Come Get Her,spotify:track:1Ser4X0TKttOvo8bgdytTP,1Ser4X0TKttOvo8bgdytTP,0.689,0.564,2,1,0.187,0,185.023,0.123,0.136,-6.226,party,Rae Sremmurd
10316,Jumpman,spotify:track:27GmP9AWRs744SzKcpJsTZ,27GmP9AWRs744SzKcpJsTZ,0.852,0.553,1,1,0.0559,0,142.079,0.656,0.187,-7.286,party,Drake
10317,Fight Night,spotify:track:2n5gVJ9fzeX2SSWlLQuyS9,2n5gVJ9fzeX2SSWlLQuyS9,0.874,0.706,1,1,0.182,0,89.968,0.895,0.207,-5.132,party,Migos
10318,2 Phones,spotify:track:0wdKiSBUT7aZkXUIdJWcwC,0wdKiSBUT7aZkXUIdJWcwC,0.895,0.681,7,0,0.157,0,121.918,0.554,0.358,-5.267,party,Kevin Gates
10319,Down In the DM,spotify:track:1LxKKYsJNPeBdOwdudsJzv,1LxKKYsJNPeBdOwdudsJzv,0.776,0.662,1,0,0.00157,2.1e-05,152.927,0.324,0.0489,-7.016,party,Yo Gotti
10320,Cut It (feat. Young Dolph),spotify:track:376KnY4TrgBITxjlnbnmIy,376KnY4TrgBITxjlnbnmIy,0.875,0.673,7,1,0.135,0,130.0,0.231,0.0932,-4.184,party,O.T. Genasis
10321,"Flex (Ooh, Ooh, Ooh)",spotify:track:2NVt7fxr5GsqTkGwYXcNTE,2NVt7fxr5GsqTkGwYXcNTE,0.676,0.615,6,0,0.0384,0,163.993,0.883,0.0496,-7.534,party,Rich Homie Quan
10322,Pipe It Up,spotify:track:6eBrlbv2HMYcldwjoMWIrC,6eBrlbv2HMYcldwjoMWIrC,0.92,0.731,4,0,0.181,0,132.086,0.476,0.274,-4.996,party,Migos
10323,Throw Sum Mo,spotify:track:2tQbd2hT4NHhFJZLE8Nisa,2tQbd2hT4NHhFJZLE8Nisa,0.853,0.639,6,0,0.0367,0.000208,142.048,0.575,0.162,-8.013,party,Rae Sremmurd
10324,Panda,spotify:track:5YEOzOojehCqxGQCcQiyR4,5YEOzOojehCqxGQCcQiyR4,0.576,0.766,10,0,0.028,1.68e-06,144.833,0.236,0.449,-4.943,party,Desiigner
10325,Uber Everywhere,spotify:track:7zBPzAjKAqQpcv8F8GCq5s,7zBPzAjKAqQpcv8F8GCq5s,0.779,0.455,1,1,0.0542,0,140.181,0.197,0.28,-15.025,party,MadeinTYO
10326,I Like Tuh,spotify:track:5MGeW5mHnqeJiM0NPBbkEZ,5MGeW5mHnqeJiM0NPBbkEZ,0.611,0.543,1,0,0.329,0,174.862,0.561,0.0672,-5.288,party,Carnage
10327,White Iverson,spotify:track:1Bi5t0q9j3nYXIZuZgSGvr,1Bi5t0q9j3nYXIZuZgSGvr,0.677,0.577,7,1,0.221,0,130.05,0.329,0.0355,-7.671,party,Post Malone
10328,Broccoli,spotify:track:3rZhRBdVQ2fTEM2ULOAwUL,3rZhRBdVQ2fTEM2ULOAwUL,0.886,0.525,8,1,0.236,0,145.99,0.708,0.132,-7.39,party,Shelley FKA DRAM
10329,No Hands (feat. Roscoe Dash & Wale),spotify:track:03tqyYWC9Um2ZqU0ZN849H,03tqyYWC9Um2ZqU0ZN849H,0.76,0.595,1,1,0.00544,0,131.497,0.361,0.0391,-6.366,party,Waka Flocka Flame
10330,Pop Style,spotify:track:1WRy5l3TwrwlzNmB5bOeKw,1WRy5l3TwrwlzNmB5bOeKw,0.724,0.456,7,1,0.215,2.41e-06,133.051,0.0481,0.127,-10.009,party,Drake
10331,Blasé (feat. Future & Rae Sremmurd),spotify:track:5suEtW2DUAfvroohjzgatb,5suEtW2DUAfvroohjzgatb,0.897,0.642,2,1,0.0219,1.31e-06,127.984,0.291,0.0534,-8.828,party,Ty Dolla $ign
10332,Big Rings,spotify:track:31ZaSoek4y74F6HPhXylr8,31ZaSoek4y74F6HPhXylr8,0.769,0.676,8,0,0.00179,0,131.938,0.304,0.277,-6.48,party,Drake
10333,oui,spotify:track:0PJIbOdMs3bd5AT8liULMQ,0PJIbOdMs3bd5AT8liULMQ,0.418,0.724,5,1,0.213,0,78.521,0.604,0.0964,-3.724,party,Jeremih
10334,Jimmy Choo,spotify:track:7s49Um7G06hq2rulrHPsIy,7s49Um7G06hq2rulrHPsIy,0.893,0.646,11,0,0.112,0,132.97,0.468,0.1,-5.073,party,Fetty Wap
10335,I Know You,spotify:track:34t13rSSZtr22CjcmroMmh,34t13rSSZtr22CjcmroMmh,0.56,0.746,9,1,0.151,0,140.813,0.259,0.0894,-5.098,party,Craig David
10336,Life is a Highway,spotify:track:2Fs18NaCDuluPG1DHGw1XG,2Fs18NaCDuluPG1DHGw1XG,0.582,0.952,5,1,0.00324,0,103.027,0.655,0.0731,-3.848,party,Rascal Flatts
10337,Yours If You Want It,spotify:track:4D4xJ4LyDXBWIf9thFSMAJ,4D4xJ4LyDXBWIf9thFSMAJ,0.554,0.903,8,1,0.0103,0,112.998,0.419,0.0515,-3.152,party,Rascal Flatts
10338,God's Plan,spotify:track:2XW4DbS6NddZxRPm5rMCeY,2XW4DbS6NddZxRPm5rMCeY,0.758,0.448,7,1,0.0309,8.67e-05,77.176,0.373,0.103,-9.441,party,Drake
10339,Stir Fry,spotify:track:4fndbjoz1qJyK6JcLdKfzm,4fndbjoz1qJyK6JcLdKfzm,0.813,0.808,2,1,0.00693,0,181.993,0.547,0.286,-5.541,party,Migos
10340,Freaky Friday (feat. Chris Brown),spotify:track:10Igtw8bSDyyFs7KIsKngZ,10Igtw8bSDyyFs7KIsKngZ,0.755,0.599,8,1,0.147,0,133.123,0.755,0.224,-5.042,party,Lil Dicky
10341,Playinwitme (feat. Kehlani),spotify:track:43cFjTTCD9Cni4aSL0sORz,43cFjTTCD9Cni4aSL0sORz,0.687,0.587,1,0,0.302,0,156.575,0.676,0.124,-5.772,party,KYLE
10342,Walk It Talk It,spotify:track:6n4U3TlzUGhdSFbUUhTvLP,6n4U3TlzUGhdSFbUUhTvLP,0.907,0.633,2,1,0.0876,2.6e-06,145.914,0.395,0.184,-5.145,party,Migos
10343,Forever,spotify:track:7tAXHZdp9UpcYrHn7MZqfo,7tAXHZdp9UpcYrHn7MZqfo,0.672,0.819,11,1,0.0371,0.000184,120.013,0.446,0.0463,-4.457,party,Chris Brown
10344,Jordan Belfort,spotify:track:6qMXubogFdMrvVMJwqATzd,6qMXubogFdMrvVMJwqATzd,0.86,0.719,11,0,0.125,0,160.049,0.496,0.33,-4.325,party,Wes Walker
10345,Really Really,spotify:track:10I3CmmwT0BkOVhduDy53o,10I3CmmwT0BkOVhduDy53o,0.762,0.666,0,1,0.00427,0,118.97,0.278,0.0916,-6.055,party,Kevin Gates
10346,No Type,spotify:track:4scpF6J5uMBvoh6sFB7EL1,4scpF6J5uMBvoh6sFB7EL1,0.891,0.486,6,1,0.0158,3.78e-06,125.01,0.239,0.159,-7.803,party,Rae Sremmurd
10347,iSpy (feat. Lil Yachty),spotify:track:2EEeOnHehOozLq4aS0n6SL,2EEeOnHehOozLq4aS0n6SL,0.746,0.653,7,1,0.378,0,75.016,0.672,0.289,-6.745,party,KYLE
10348,Boomerang,spotify:track:1IC4bPm4zJXPvOIcCOA87m,1IC4bPm4zJXPvOIcCOA87m,0.648,0.928,9,1,0.0542,0,93.971,0.812,0.151,-2.567,party,The Summer Set
10349,I Love It When You Cry (Moxoki) - Radio Edit,spotify:track:6vscP7Fweq7fwosyliwjRq,6vscP7Fweq7fwosyliwjRq,0.639,0.795,9,1,0.0246,0.000324,128.013,0.454,0.0416,-3.535,party,Steve Aoki
10350,Congratulations,spotify:track:3a1lNhkSLSkpJE4MSHpDu9,3a1lNhkSLSkpJE4MSHpDu9,0.63,0.804,6,1,0.215,0,123.146,0.492,0.0363,-4.183,party,Post Malone
10351,Rolex,spotify:track:0pSBuHjILhNEo55xK1zrRt,0pSBuHjILhNEo55xK1zrRt,0.804,0.886,1,1,0.0837,0,144.946,0.789,0.04,-2.512,party,Ayo & Teo
10352,Lightning In A Bottle,spotify:track:5xrGRfPozR7XRlt9ny8bWo,5xrGRfPozR7XRlt9ny8bWo,0.656,0.865,4,1,0.0949,0,128.992,0.772,0.0335,-1.616,party,The Summer Set
10353,T-Shirt,spotify:track:7KOlJ92bu51cltsD9KU5I7,7KOlJ92bu51cltsD9KU5I7,0.865,0.687,10,0,0.242,0,139.023,0.486,0.217,-3.744,party,Migos
10354,The One,spotify:track:7JwDN2HdBNTltpNGN5g0ba,7JwDN2HdBNTltpNGN5g0ba,0.727,0.819,10,0,0.111,0,123.929,0.881,0.245,-4.903,party,A-Lee
10355,Slippery (feat. Gucci Mane),spotify:track:6p8NuHm8uCGnn2Dtbtf7zE,6p8NuHm8uCGnn2Dtbtf7zE,0.92,0.674,1,0,0.307,0,141.967,0.741,0.264,-5.662,party,Migos
10356,Tunnel Vision,spotify:track:4Q3N4Ct4zCuIHuZ65E3BD4,4Q3N4Ct4zCuIHuZ65E3BD4,0.497,0.489,11,0,0.0576,9.91e-05,171.853,0.231,0.294,-7.724,party,Kodak Black
10357,Miss You,spotify:track:6giHzoNmL0kwyBZAXGIIc2,6giHzoNmL0kwyBZAXGIIc2,0.871,0.595,5,0,0.0929,0.00422,120.011,0.623,0.0552,-7.618,party,James Hersey
10358,goosebumps,spotify:track:6gBFPUFcJLzWGx4lenP6h2,6gBFPUFcJLzWGx4lenP6h2,0.841,0.728,7,1,0.0847,0,130.049,0.43,0.0484,-3.37,party,Travis Scott
10359,The Less I Know The Better,spotify:track:6K4t31amVTZDgR3sKmwUJJ,6K4t31amVTZDgR3sKmwUJJ,0.64,0.74,4,1,0.0115,0.00678,116.879,0.785,0.0284,-4.083,party,Tame Impala
10360,The Boys Are Back In Town,spotify:track:43DeSV93pJPT4lCZaWZ6b1,43DeSV93pJPT4lCZaWZ6b1,0.445,0.706,8,1,0.234,0.000252,80.823,0.768,0.0461,-9.803,party,Thin Lizzy
10361,Move Your Feet,spotify:track:4jacsL77ZYnpInmTtUBaJW,4jacsL77ZYnpInmTtUBaJW,0.755,0.895,9,1,0.0507,0.0737,118.871,0.844,0.0883,-2.619,party,Junior Senior
10362,Right Back Where We Started From,spotify:track:00s8dO3RWrFkBqC9JIy6ag,00s8dO3RWrFkBqC9JIy6ag,0.692,0.653,5,1,0.49,0.00707,148.018,0.901,0.0392,-5.715,party,Maxine Nightingale
10363,I'm Shakin',spotify:track:6pfdB0WcH6y22C3enLfFrq,6pfdB0WcH6y22C3enLfFrq,0.512,0.867,8,1,0.00314,0.000106,138.353,0.526,0.0447,-2.833,party,Rooney
10364,Rock And Roll Part II,spotify:track:63W11KVHDOpSlh3XMQ7qMg,63W11KVHDOpSlh3XMQ7qMg,0.752,0.218,11,0,0.000548,0.788,130.068,0.552,0.0653,-15.177,party,Gary Glitter
10365,Salute Your Solution,spotify:track:0ydgFPcYrxaHgVuLd17mjh,0ydgFPcYrxaHgVuLd17mjh,0.266,0.946,9,1,0.00781,2.73e-06,168.461,0.498,0.171,-2.855,party,The Raconteurs
10366,How You Like Me Now,spotify:track:7D180Q77XAEP7atBLmMTgK,7D180Q77XAEP7atBLmMTgK,0.647,0.71,0,1,0.000973,0.703,110.059,0.268,0.029,-4.692,party,The Heavy
10367,Calabria - Firebeatz Remix,spotify:track:076jREnPu9sinABTfdw9Xi,076jREnPu9sinABTfdw9Xi,0.649,0.887,10,1,0.000838,0.49,128.04,0.427,0.0651,-2.782,party,Rune RK
10368,Sax On The Beach,spotify:track:5LjhywnE32xD6GJLfkbhfX,5LjhywnE32xD6GJLfkbhfX,0.753,0.706,5,0,0.0478,7.52e-06,115.986,0.906,0.0567,-3.981,party,Party Pupils
10369,My Truck,spotify:track:1mpD5ioZ9479I6CuKxn3K9,1mpD5ioZ9479I6CuKxn3K9,0.883,0.299,2,1,0.232,5.62e-06,136.985,0.551,0.105,-8.382,party,BRELAND
10370,Don't Start Now - Purple Disco Machine Remix,spotify:track:1lkzEemm8wtJCL4mvCxLga,1lkzEemm8wtJCL4mvCxLga,0.766,0.752,11,0,0.0457,2.87e-06,123.979,0.807,0.0506,-6.185,party,Dua Lipa
10371,Kill The Lights (with Nile Rodgers) - Audien Remix,spotify:track:4iCKHGl4ij4YMwFrUZLGEQ,4iCKHGl4ij4YMwFrUZLGEQ,0.647,0.879,7,1,0.0837,1.98e-06,126.042,0.427,0.0831,-0.93,party,Alex Newell
10372,Feels Great (feat. Fetty Wap & CVBZ),spotify:track:5uu28fUesZMl89lf9CLrgN,5uu28fUesZMl89lf9CLrgN,0.522,0.833,0,1,0.0454,0,180.009,0.296,0.0575,-3.715,party,Cheat Codes
10373,Love Me Again,spotify:track:5VSCgNlSmTV2Yq5lB40Eaw,5VSCgNlSmTV2Yq5lB40Eaw,0.495,0.894,2,0,0.00453,0.000596,126.03,0.213,0.0441,-4.814,party,John Newman
10374,Ori tali ma - LVNDSCAPE Remix,spotify:track:2YDKW31FLSlyW6az564oRS,2YDKW31FLSlyW6az564oRS,0.678,0.825,3,1,0.0148,0.318,110.011,0.0838,0.0307,-5.59,party,Sander van Doorn
10375,Say So,spotify:track:3Dv1eDb0MEgF93GpLXlucZ,3Dv1eDb0MEgF93GpLXlucZ,0.787,0.673,11,0,0.256,3.57e-06,110.962,0.786,0.158,-4.577,party,Doja Cat
10376,Our Own House,spotify:track:3QzbEvmnuZIONNv82PylZb,3QzbEvmnuZIONNv82PylZb,0.559,0.76,8,1,0.00228,0.000481,125.773,0.433,0.0575,-4.682,party,MisterWives
10377,Ghost - Oliver Nelson Remix,spotify:track:4zFgZQEatsyUhLhDtClcKl,4zFgZQEatsyUhLhDtClcKl,0.793,0.825,7,0,0.195,8.53e-06,111.964,0.674,0.0547,-2.708,party,Ella Henderson
10378,Delicate - Seeb Remix,spotify:track:2Sy2oGjP5RYB4cLVoDU0Gz,2Sy2oGjP5RYB4cLVoDU0Gz,0.68,0.821,0,1,0.0956,0.00315,105.986,0.571,0.041,-3.77,party,Taylor Swift
10379,Don't Start Now - Kungs Remix,spotify:track:3uiQZlSlSDRduWLFBTSEot,3uiQZlSlSDRduWLFBTSEot,0.664,0.699,11,0,0.0352,0,122.019,0.252,0.27,-7.115,party,Dua Lipa
10380,Sit Next to Me - Stereotypes Remix,spotify:track:4v0CuFW0bEMBQ1gRn2mB3X,4v0CuFW0bEMBQ1gRn2mB3X,0.68,0.738,6,0,0.173,0.00036,105.015,0.675,0.0331,-4.881,party,Foster The People
10381,Faith (with Dolly Parton) [feat. Mr. Probz],spotify:track:35MKhw2YBKApmD7fAnPERC,35MKhw2YBKApmD7fAnPERC,0.547,0.795,8,1,0.145,0,118.118,0.723,0.0489,-3.721,party,Galantis
10382,Classic (feat. POWERS),spotify:track:42TrdbXsmLybxUGJczYbrJ,42TrdbXsmLybxUGJczYbrJ,0.631,0.94,2,1,0.00464,0.000805,101.961,0.552,0.049,-3.52,party,The Knocks
10383,Reckless - Bobby Green Remix,spotify:track:0FEVxb2vDUEYUZv3Wn0w5S,0FEVxb2vDUEYUZv3Wn0w5S,0.859,0.714,0,1,0.0409,0.00176,127.992,0.73,0.126,-5.332,party,Julia Lauren
10384,Split (Only U),spotify:track:1Q4jb2UjtWUDUojHsB8mLY,1Q4jb2UjtWUDUojHsB8mLY,0.634,0.927,1,1,0.048,0.687,128.016,0.35,0.136,-3.282,party,Tiësto
10385,Levels,spotify:track:6dfXwa0dI1sBm4CIePuOYM,6dfXwa0dI1sBm4CIePuOYM,0.601,0.834,1,0,0.0295,0.888,125.991,0.352,0.0358,-6.573,party,Avicii
10386,L'amour toujours (feat. Delaney Jane) - Tiësto Edit,spotify:track:4UutBLYMby6whu2bMYh9Oa,4UutBLYMby6whu2bMYh9Oa,0.591,0.931,3,1,0.00763,0.000216,129.975,0.17,0.0969,-2.867,party,Dzeko & Torres
10387,Nobody's Perfect,spotify:track:1GBknQ67DCfKTPms1dw9EW,1GBknQ67DCfKTPms1dw9EW,0.594,0.977,8,1,0.0597,3.49e-06,131.976,0.793,0.0646,-4.193,party,Hannah Montana
10388,Deadly Rhythm - Bobby Green Remix,spotify:track:5MoYcbJbvZBgL82kYGY9yh,5MoYcbJbvZBgL82kYGY9yh,0.491,0.843,3,0,0.206,0.265,128.006,0.23,0.0594,-5.771,party,Tiger La
10389,Flute - Radio Mix,spotify:track:2Rrdun8PrVxUSJlLQtQP8M,2Rrdun8PrVxUSJlLQtQP8M,0.384,0.886,1,1,0.000768,0.0561,127.993,0.122,0.0591,-6.349,party,New World Sound
10390,Nothin',spotify:track:5ZKVNTG7yu7gbX4vryqS2X,5ZKVNTG7yu7gbX4vryqS2X,0.791,0.863,3,0,0.317,1.13e-06,97.035,0.742,0.151,-6.118,party,N.O.R.E.
10391,Baby Sitter (feat. Offset),spotify:track:7f1zjZG77S891Uv4O68yfk,7f1zjZG77S891Uv4O68yfk,0.852,0.73,1,1,0.0219,0,92.506,0.394,0.0579,-5.803,party,DaBaby
10392,Kung Fu Fighting,spotify:track:40NRm1ZLvZpUSCUXAGGZ8J,40NRm1ZLvZpUSCUXAGGZ8J,0.598,0.673,2,1,0.0422,6.84e-05,102.035,0.59,0.0693,-10.431,party,Carl Douglas
10393,Pandemonium - Original Mix,spotify:track:4u0JqoKMDqye05lZzCQx1I,4u0JqoKMDqye05lZzCQx1I,0.362,0.437,0,1,0.0137,0.0494,130.115,0.0524,0.0344,-8.155,party,Arkasia
10394,Wild Things - NuKid Remix,spotify:track:3allevbaKVMlRZvHIdtjbI,3allevbaKVMlRZvHIdtjbI,0.837,0.649,1,0,0.00345,0.0332,122.0,0.593,0.0638,-6.836,party,Alessia Cara
10395,Wild Thing,spotify:track:7jGzYUZ2Bgg8BDfYlQRfn8,7jGzYUZ2Bgg8BDfYlQRfn8,0.453,0.658,9,1,0.741,0.0288,203.871,0.761,0.0539,-13.472,party,The Troggs
10396,Party Bus,spotify:track:2RPNu8WTEHuInQJqRYDlWA,2RPNu8WTEHuInQJqRYDlWA,0.724,0.636,0,1,0.0477,0,139.958,0.45,0.205,-8.476,party,Rich The Kid
10397,One - Radio Edit,spotify:track:41KPpw0EZCytxNkmEMJVgr,41KPpw0EZCytxNkmEMJVgr,0.802,0.781,0,1,0.0075,0.825,125.026,0.622,0.0368,-6.564,party,Swedish House Mafia
10398,On Top Of The World,spotify:track:6KuHjfXHkfnIjdmcIvt9r0,6KuHjfXHkfnIjdmcIvt9r0,0.635,0.926,0,1,0.0893,4.53e-06,100.048,0.761,0.151,-5.589,party,Imagine Dragons
