,url,WeekID,Week Position,Song,Performer,SongID,Instance,Previous Week Position,Peak Position,Weeks on Chart,ID
342,http://www.billboard.com/charts/hot-100/1970-09-12,9/12/1970,11,Candida,Dawn,CandidaDawn,1,18.0,11,8,spotify:track:1QdrUOQkbXJbpNqOKgJpq5
343,http://www.billboard.com/charts/hot-100/1985-03-16,3/16/1985,11,Only The Young,Journey,Only The YoungJourney,1,18.0,11,8,spotify:track:1E2iehquphUsbmj8VTzWdQ
344,http://www.billboard.com/charts/hot-100/1985-08-10,8/10/1985,11,St. Elmo's Fire (Man In Motion),John Parr,St. Elmo's Fire (Man In Motion)John Parr,1,18.0,11,8,spotify:track:1A2PWRltFrX8iB8IP3CUgo
345,http://www.billboard.com/charts/hot-100/1986-05-31,5/31/1986,11,Crush On You,The Jets,Crush On YouThe Jets,1,18.0,11,8,spotify:track:2sYLlZU3FuCF8SKNeIvdKA
346,http://www.billboard.com/charts/hot-100/1980-07-19,7/19/1980,11,Take Your Time (Do It Right) Part 1,The S.O.S. Band,Take Your Time (Do It Right) Part 1The S.O.S. Band,1,19.0,11,8,spotify:track:2Towx4NwbIhFGhjobYfeTU
347,http://www.billboard.com/charts/hot-100/1984-06-02,6/2/1984,11,Self Control,Laura Branigan,Self ControlLaura Branigan,1,19.0,11,8,spotify:track:6JNJERZGJwDVgkmbohBw7u
348,http://www.billboard.com/charts/hot-100/1988-07-23,7/23/1988,11,1-2-3,Gloria Estefan & Miami Sound Machine,1-2-3Gloria Estefan & Miami Sound Machine,1,19.0,11,8,spotify:track:0AO6H4lEJhuqWcmIebNhKO
350,https://www.billboard.com/charts/hot-100/2019-12-07,12/7/2019,11,Dance Monkey,Tones And I,Dance MonkeyTones And I,1,19.0,11,8,spotify:track:2XU0oxnq2qxCpomAAuJY8K
351,http://www.billboard.com/charts/hot-100/1985-11-09,11/9/1985,11,Broken Wings,Mr. Mister,Broken WingsMr. Mister,1,20.0,11,8,spotify:track:78FHUZRbFDCG6VkRAQdFLm
352,http://www.billboard.com/charts/hot-100/1978-10-28,10/28/1978,11,Beast Of Burden,The Rolling Stones,Beast Of BurdenThe Rolling Stones,1,22.0,11,8,spotify:track:77oU2rjC5XbjQfNe3bD6so
353,http://www.billboard.com/charts/hot-100/1981-12-26,12/26/1981,11,Centerfold,The J. Geils Band,CenterfoldThe J. Geils Band,1,23.0,11,8,spotify:track:1ynmMEK1fkyiZ6Z6F3ThEt
354,http://www.billboard.com/charts/hot-100/1976-11-06,11/6/1976,11,Do You Feel Like We Do,Peter Frampton,Do You Feel Like We DoPeter Frampton,1,24.0,11,8,spotify:track:3AMFDhgJx5sIYw1ukbiEk4
355,http://www.billboard.com/charts/hot-100/2005-10-15,10/15/2005,11,Run It!,Chris Brown,Run It!Chris Brown,1,24.0,11,8,spotify:track:7xYnUQigPoIDAMPVK79NEq
356,http://www.billboard.com/charts/hot-100/1966-07-30,7/30/1966,12,Paperback Writer,The Beatles,Paperback WriterThe Beatles,1,6.0,1,8,spotify:track:0Ui8KPWZbJJQ2Y0CIQuVqX
357,http://www.billboard.com/charts/hot-100/1967-04-15,4/15/1967,12,Penny Lane,The Beatles,Penny LaneThe Beatles,1,6.0,1,8,spotify:track:1h04XMpzGzmAudoI6VHBgA
359,http://www.billboard.com/charts/hot-100/1963-07-20,7/20/1963,12,One Fine Day,The Chiffons,One Fine DayThe Chiffons,1,5.0,5,8,spotify:track:6vcG9EgeqJUSmmF65lxUm6
362,http://www.billboard.com/charts/hot-100/1959-07-11,7/11/1959,12,Bobby Sox To Stockings,Frankie Avalon,Bobby Sox To StockingsFrankie Avalon,1,8.0,8,8,spotify:track:5JIPLZrxKIaXNE7nnI6NUC
363,http://www.billboard.com/charts/hot-100/1959-12-12,12/12/1959,12,Be My Guest,Fats Domino,Be My GuestFats Domino,1,8.0,8,8,spotify:track:3Vumfl7U0v6EjLZoFvDTfe
364,http://www.billboard.com/charts/hot-100/1998-01-31,1/31/1998,12,A Song For Mama,Boyz II Men,A Song For MamaBoyz II Men,1,12.0,8,8,spotify:track:6FuJokk9FHx0E00SZ8ib8X
365,http://www.billboard.com/charts/hot-100/1962-06-30,6/30/1962,12,That's Old Fashioned (That's The Way Love Should Be),The Everly Brothers,That's Old Fashioned (That's The Way Love Should Be)The Everly Brothers,1,9.0,9,8,spotify:track:2bjS5uN3J3fqSRuedR1OlA
366,http://www.billboard.com/charts/hot-100/1996-04-27,4/27/1996,12,Doin It,LL Cool J,Doin ItLL Cool J,1,12.0,9,8,spotify:track:4WMBl2wiGUSGa5C7tfQEAo
367,http://www.billboard.com/charts/hot-100/2012-09-08,9/8/2012,12,Blow Me (One Last Kiss),P!nk,Blow Me (One Last Kiss)P!nk,1,12.0,9,8,spotify:track:4k80K0b6KZ2QjAYkXON7q6
368,http://www.billboard.com/charts/hot-100/1958-09-27,9/27/1958,12,Devoted To You,The Everly Brothers,Devoted To YouThe Everly Brothers,1,10.0,10,8,spotify:track:4FrMb1ckGBrhARbHySQKx5
369,http://www.billboard.com/charts/hot-100/2006-10-21,10/21/2006,12,Call Me When You're Sober,Evanescence,Call Me When You're SoberEvanescence,1,12.0,10,8,spotify:track:663Karu2rvKLdnY0eo1n3M
371,http://www.billboard.com/charts/hot-100/1961-02-25,2/25/1961,12,Baby Sittin' Boogie,Buzz Clifford,Baby Sittin' BoogieBuzz Clifford,1,12.0,12,8,spotify:track:06is43MVB1a03zyhtRBLpX
372,http://www.billboard.com/charts/hot-100/1964-09-12,9/12/1964,12,And I Love Her,The Beatles,And I Love HerThe Beatles,1,12.0,12,8,spotify:track:65vdMBskhx3akkG9vQlSH1
373,http://www.billboard.com/charts/hot-100/1967-01-07,1/7/1967,12,Single Girl,Sandy Posey,Single GirlSandy Posey,1,12.0,12,8,spotify:track:5ouMGeOtmeHUfneTwgjNWC
375,http://www.billboard.com/charts/hot-100/1972-09-30,9/30/1972,12,Play Me,Neil Diamond,Play MeNeil Diamond,1,12.0,12,8,spotify:track:2DjLbdQ9q2QBd4JJxM40Uf
376,http://www.billboard.com/charts/hot-100/1973-09-22,9/22/1973,12,Saturday Night's Alright For Fighting,Elton John,Saturday Night's Alright For FightingElton John,1,12.0,12,8,spotify:track:12yHvSYFXI7PGzNecUvIDu
378,http://www.billboard.com/charts/hot-100/1983-03-12,3/12/1983,12,All Right,Christopher Cross,All RightChristopher Cross,1,12.0,12,8,spotify:track:5tE2kEW1Jom3Qc93UPBT79
380,http://www.billboard.com/charts/hot-100/2003-08-16,8/16/2003,12,Shake Ya Tailfeather,"Nelly, P. Diddy & Murphy Lee","Shake Ya TailfeatherNelly, P. Diddy & Murphy Lee",1,12.0,12,8,spotify:track:1lKS7SZQ7r5vOChLwJurmm
383,http://www.billboard.com/charts/hot-100/2009-09-19,9/19/2009,12,She Wolf,Shakira,She WolfShakira,1,12.0,12,8,spotify:track:4cS2HQ6jK80vqdY9ofpztx
384,http://www.billboard.com/charts/hot-100/2017-09-16,9/16/2017,12,Bank Account,21 Savage,Bank Account21 Savage,1,12.0,12,8,spotify:track:2fQrGHiQOvpL9UgPvtYy6G
385,http://www.billboard.com/charts/hot-100/1961-04-08,4/8/1961,12,Asia Minor,Kokomo,Asia MinorKokomo,1,13.0,12,8,spotify:track:4uNAdFLTuiIhDtbZsq31Og
386,http://www.billboard.com/charts/hot-100/1968-02-10,2/10/1968,12,"Baby, Now That I've Found You",The Foundations,"Baby, Now That I've Found YouThe Foundations",1,13.0,12,8,spotify:track:3PRQqvqlBunArCpn4Q3kbl
387,http://www.billboard.com/charts/hot-100/1982-03-06,3/6/1982,12,Spirits In The Material World,The Police,Spirits In The Material WorldThe Police,1,13.0,12,8,spotify:track:4frelkLhC4ATqJH9VGJztu
388,http://www.billboard.com/charts/hot-100/1984-01-28,1/28/1984,12,Pink Houses,John Mellencamp,Pink HousesJohn Mellencamp,1,13.0,12,8,spotify:track:5JKQMoGmXwDHCodn5pFVHB
389,http://www.billboard.com/charts/hot-100/1996-03-30,3/30/1996,12,1979,The Smashing Pumpkins,1979The Smashing Pumpkins,1,13.0,12,8,spotify:track:5QLHGv0DfpeXLNFo7SFEy1
390,http://www.billboard.com/charts/hot-100/1962-02-03,2/3/1962,12,A Little Bitty Tear,Burl Ives,A Little Bitty TearBurl Ives,1,14.0,12,8,spotify:track:3XhTHMleuyoQCP8jxOeIhD
391,http://www.billboard.com/charts/hot-100/1962-11-03,11/3/1962,12,Close To Cathy,Mike Clifford,Close To CathyMike Clifford,1,14.0,12,8,spotify:track:4EKhJzaAkrlpamL0SDrSw7
392,http://www.billboard.com/charts/hot-100/1964-10-24,10/24/1964,12,Chug-A-Lug,Roger Miller,Chug-A-LugRoger Miller,1,14.0,12,8,spotify:track:0mD2pnYVF8DB3oqtY5KM8h
394,http://www.billboard.com/charts/hot-100/1972-07-22,7/22/1972,12,Take It Easy,Eagles,Take It EasyEagles,1,14.0,12,8,spotify:track:4yugZvBYaoREkJKtbG08Qr
395,http://www.billboard.com/charts/hot-100/1975-07-05,7/5/1975,12,Swearin' To God,Frankie Valli,Swearin' To GodFrankie Valli,1,14.0,12,8,spotify:track:6lU9fLdtauyk0bE2HRHyve
396,http://www.billboard.com/charts/hot-100/1978-04-29,4/29/1978,12,Count On Me,Jefferson Starship,Count On MeJefferson Starship,1,14.0,12,8,spotify:track:3ssnFwx5lu6qxhLBR0vutB
397,http://www.billboard.com/charts/hot-100/1979-10-27,10/27/1979,12,Dirty White Boy,Foreigner,Dirty White BoyForeigner,1,14.0,12,8,spotify:track:2xpvmhp8j0UL9mCEqB1U0L
398,http://www.billboard.com/charts/hot-100/1983-11-05,11/5/1983,12,Cum On Feel The Noize,Quiet Riot,Cum On Feel The NoizeQuiet Riot,1,14.0,12,8,spotify:track:6FBmHx1FuaSnTnnnaThgbF
399,http://www.billboard.com/charts/hot-100/1988-08-20,8/20/1988,12,Simply Irresistible,Robert Palmer,Simply IrresistibleRobert Palmer,1,14.0,12,8,spotify:track:0bSr5pybJSlgG5OZH441gF
400,http://www.billboard.com/charts/hot-100/1999-08-21,8/21/1999,12,Someday,Sugar Ray,SomedaySugar Ray,1,14.0,12,8,spotify:track:6zeDYmP3ARpURvpK29Q09P
401,http://www.billboard.com/charts/hot-100/2005-04-23,4/23/2005,12,Switch,Will Smith,SwitchWill Smith,1,14.0,12,8,spotify:track:2bmxx16hNi3W5FGzfFO9xX
403,http://www.billboard.com/charts/hot-100/1969-10-11,10/11/1969,12,That's The Way Love Is,Marvin Gaye,That's The Way Love IsMarvin Gaye,1,15.0,12,8,spotify:track:51ePCpO1xUeHYhvgT67YPX
404,http://www.billboard.com/charts/hot-100/1981-04-11,4/11/1981,12,Angel Of The Morning,Juice Newton,Angel Of The MorningJuice Newton,1,15.0,12,8,spotify:track:6NVB6W7G3svCKe5zB7kY8q
405,http://www.billboard.com/charts/hot-100/1984-03-17,3/17/1984,12,Automatic,The Pointer Sisters,AutomaticThe Pointer Sisters,1,15.0,12,8,spotify:track:0yPEHHXezar80rMIQVRfTu
406,http://www.billboard.com/charts/hot-100/1985-05-04,5/4/1985,12,That Was Yesterday,Foreigner,That Was YesterdayForeigner,1,15.0,12,8,spotify:track:4nwUQZbmWMkYzKrXgWRIEw
407,http://www.billboard.com/charts/hot-100/1985-08-24,8/24/1985,12,Cherish,Kool & The Gang,CherishKool & The Gang,1,15.0,12,8,spotify:track:7ktxXsACTciz3gAtuzd1uV
408,http://www.billboard.com/charts/hot-100/1993-07-17,7/17/1993,12,Slam,Onyx,SlamOnyx,1,15.0,12,8,spotify:track:0W2mz7mvaBaEsC4rmoRNPn
411,http://www.billboard.com/charts/hot-100/1974-10-12,10/12/1974,12,Stop And Smell The Roses,Mac Davis,Stop And Smell The RosesMac Davis,1,16.0,12,8,spotify:track:0gXj72vNlNoh7kiC8zPEQp
412,http://www.billboard.com/charts/hot-100/1979-06-02,6/2/1979,12,Deeper Than The Night,Olivia Newton-John,Deeper Than The NightOlivia Newton-John,1,16.0,12,8,spotify:track:6Wu8O1Nyy41SbTwoSWQJs2
413,http://www.billboard.com/charts/hot-100/1979-09-15,9/15/1979,12,Rise,Herb Alpert,RiseHerb Alpert,1,16.0,12,8,spotify:track:7znZstuIvZjldNIO1E11U4
414,http://www.billboard.com/charts/hot-100/1984-12-22,12/22/1984,12,Run To You,Bryan Adams,Run To YouBryan Adams,1,16.0,12,8,spotify:track:2RWFncSWZEhSRRifqiDNVV
415,http://www.billboard.com/charts/hot-100/1997-04-19,4/19/1997,12,Return Of The Mack,Mark Morrison,Return Of The MackMark Morrison,1,16.0,12,8,spotify:track:3jDdpx9PMlfMBS5tOBHFm9
416,http://www.billboard.com/charts/hot-100/1964-02-29,2/29/1964,12,See The Funny Little Clown,Bobby Goldsboro,See The Funny Little ClownBobby Goldsboro,1,17.0,12,8,spotify:track:4QBAiXG5GqENph08jFmVmt
417,http://www.billboard.com/charts/hot-100/1980-06-07,6/7/1980,12,She's Out Of My Life,Michael Jackson,She's Out Of My LifeMichael Jackson,1,17.0,12,8,spotify:track:6NGsHLZYGVAkXTFr75WWnn
418,http://www.billboard.com/charts/hot-100/1983-10-22,10/22/1983,12,Suddenly Last Summer,The Motels,Suddenly Last SummerThe Motels,1,17.0,12,8,spotify:track:08pnzLwZrh8lernK2aRaGz
419,http://www.billboard.com/charts/hot-100/1989-02-25,2/25/1989,12,Roni,Bobby Brown,RoniBobby Brown,1,17.0,12,8,spotify:track:6mdNRnbiVerwM8kGCS1KwD
420,http://www.billboard.com/charts/hot-100/1990-08-18,8/18/1990,12,Release Me,Wilson Phillips,Release MeWilson Phillips,1,17.0,12,8,spotify:track:1rIy3lkFJnMsTLZpxFmYU8
421,http://www.billboard.com/charts/hot-100/1991-06-15,6/15/1991,12,Playground,Another Bad Creation,PlaygroundAnother Bad Creation,1,17.0,12,8,spotify:track:0e3dpXiKdTHRNXZHdfM2JM
423,http://www.billboard.com/charts/hot-100/2013-09-07,9/7/2013,12,Royals,Lorde,RoyalsLorde,1,17.0,12,8,spotify:track:2dLLR6qlu5UJ5gk0dKz0h3
424,http://www.billboard.com/charts/hot-100/1959-01-10,1/10/1959,12,16 Candles,The Crests,16 CandlesThe Crests,1,18.0,12,8,spotify:track:4QbpBv2ka7Zpbrrl5QFAgy
426,http://www.billboard.com/charts/hot-100/1964-10-03,10/3/1964,12,A Summer Song,Chad & Jeremy,A Summer SongChad & Jeremy,1,18.0,12,8,spotify:track:5xM7bDmr2KUynKX6OfZufi
427,http://www.billboard.com/charts/hot-100/1967-11-25,11/25/1967,12,Pata Pata,Miriam Makeba,Pata PataMiriam Makeba,1,18.0,12,8,spotify:track:7d3cKDG22Ig9kZOS1qsq3S
429,http://www.billboard.com/charts/hot-100/2004-03-13,3/13/2004,12,Dirt Off Your Shoulder,JAY-Z,Dirt Off Your ShoulderJAY-Z,1,18.0,12,8,spotify:track:3IrkbGQCoEPAkzJ0Tkv8nm
430,http://www.billboard.com/charts/hot-100/1985-04-13,4/13/1985,12,One Night In Bangkok,Murray Head,One Night In BangkokMurray Head,1,19.0,12,8,spotify:track:6erBowZaW6Ur3vNOWhS2zM
432,http://www.billboard.com/charts/hot-100/1990-02-24,2/24/1990,12,Black Velvet,Alannah Myles,Black VelvetAlannah Myles,1,20.0,12,8,spotify:track:1KU5EHSz04JhGg3rReGJ0N
433,http://www.billboard.com/charts/hot-100/1995-10-14,10/14/1995,12,Tell Me,Groove Theory,Tell MeGroove Theory,1,20.0,12,8,spotify:track:2lp8xjq0WTm3HZKHuDEweg
434,http://www.billboard.com/charts/hot-100/2001-02-24,2/24/2001,12,Butterfly,Crazy Town,ButterflyCrazy Town,1,20.0,12,8,spotify:track:4BggEwLhGfrbrl7JBhC8EC
435,http://www.billboard.com/charts/hot-100/1983-08-13,8/13/1983,12,Puttin' On The Ritz,Taco,Puttin' On The RitzTaco,1,22.0,12,8,spotify:track:1taGkdO3DQsNRIQrarhVvc
436,http://www.billboard.com/charts/hot-100/2009-02-21,2/21/2009,12,Poker Face,Lady Gaga,Poker FaceLady Gaga,1,23.0,12,8,spotify:track:5R8dQOPq8haW94K7mgERlO
437,http://www.billboard.com/charts/hot-100/1967-09-09,9/9/1967,13,Pleasant Valley Sunday,The Monkees,Pleasant Valley SundayThe Monkees,1,8.0,3,8,spotify:track:2HqB3VSdiYmDkTTCPzVHOf
442,http://www.billboard.com/charts/hot-100/1963-06-01,6/1/1963,13,Take These Chains From My Heart,Ray Charles,Take These Chains From My HeartRay Charles,1,8.0,8,8,spotify:track:3FQWctzZxGRaIbzX6YDNPB
443,http://www.billboard.com/charts/hot-100/1967-01-07,1/7/1967,13,(I Know) I'm Losing You,The Temptations,(I Know) I'm Losing YouThe Temptations,1,8.0,8,8,spotify:track:6y8o4V2R2dSt2ijgL8C72W
444,http://www.billboard.com/charts/hot-100/2006-12-09,12/9/2006,13,Show Me What You Got,JAY-Z,Show Me What You GotJAY-Z,1,13.0,8,8,spotify:track:1SlPhbS52PbNqqVCqGU12I
445,http://www.billboard.com/charts/hot-100/1960-05-14,5/14/1960,13,Stairway To Heaven,Neil Sedaka,Stairway To HeavenNeil Sedaka,1,9.0,9,8,spotify:track:2bHXXAgNA9MMvHE2e6Dgay
447,http://www.billboard.com/charts/hot-100/1999-05-22,5/22/1999,13,Please Remember Me,Tim McGraw,Please Remember MeTim McGraw,1,11.0,10,8,spotify:track:4C5pVpypNmXpSN42rIqmpK
448,http://www.billboard.com/charts/hot-100/1960-10-01,10/1/1960,13,Pineapple Princess,Annette With The Afterbeats,Pineapple PrincessAnnette With The Afterbeats,1,11.0,11,8,spotify:track:23W4JOSLXc4y5JmchLVpWL
449,http://www.billboard.com/charts/hot-100/1970-11-28,11/28/1970,13,Cry Me A River,Joe Cocker,Cry Me A RiverJoe Cocker,1,11.0,11,8,spotify:track:1xD3wZJSJEczE0WOVUhIkE
450,http://www.billboard.com/charts/hot-100/1966-07-09,7/9/1966,13,Don't Bring Me Down,The Animals,Don't Bring Me DownThe Animals,1,12.0,12,8,spotify:track:1jfcjRGW6y4qnlOGchGqyn
451,http://www.billboard.com/charts/hot-100/1963-10-19,10/19/1963,13,"That Sunday, That Summer",Nat King Cole,"That Sunday, That SummerNat King Cole",1,13.0,13,8,spotify:track:3SWIQx1j5erTiT9IXcaRNH
452,http://www.billboard.com/charts/hot-100/1965-01-02,1/2/1965,13,Sha La La,Manfred Mann,Sha La LaManfred Mann,1,13.0,13,8,spotify:track:2dHkVja7s69JC3a14KCVtw
453,http://www.billboard.com/charts/hot-100/1966-04-02,4/2/1966,13,"634-5789 (Soulsville, U.S.A.)",Wilson Pickett,"634-5789 (Soulsville, U.S.A.)Wilson Pickett",1,13.0,13,8,spotify:track:2gGPw8qbUilOhiSQRSvZG9
454,http://www.billboard.com/charts/hot-100/1967-04-08,4/8/1967,13,The 59th Street Bridge Song (Feelin' Groovy),Harpers Bizarre,The 59th Street Bridge Song (Feelin' Groovy)Harpers Bizarre,1,13.0,13,8,spotify:track:533yUtsvWXcOI5onoOzag4
455,http://www.billboard.com/charts/hot-100/1967-09-02,9/2/1967,13,Thank The Lord For The Night Time,Neil Diamond,Thank The Lord For The Night TimeNeil Diamond,1,13.0,13,8,spotify:track:3lBEmzljJyCXx0aK94ALK7
456,http://www.billboard.com/charts/hot-100/1968-08-17,8/17/1968,13,Stay In My Corner,The Dells,Stay In My CornerThe Dells,1,13.0,13,8,spotify:track:6oavqtFYgu0Zdpgesza6f4
457,http://www.billboard.com/charts/hot-100/1968-11-16,11/16/1968,13,Sweet Blindness,The 5th Dimension,Sweet BlindnessThe 5th Dimension,1,13.0,13,8,spotify:track:6l7eJ98iTfO3hOxXKphHzY
458,http://www.billboard.com/charts/hot-100/1969-09-20,9/20/1969,13,Share Your Love With Me,Aretha Franklin,Share Your Love With MeAretha Franklin,1,13.0,13,8,spotify:track:2wBf6PGWOMrrAykBmxIF9X
459,http://www.billboard.com/charts/hot-100/1975-11-08,11/8/1975,13,Something Better To Do,Olivia Newton-John,Something Better To DoOlivia Newton-John,1,13.0,13,8,spotify:track:7x7eiPhnwODlzKrm4fupzW
460,http://www.billboard.com/charts/hot-100/1982-01-02,1/2/1982,13,Comin' In And Out Of Your Life,Barbra Streisand,Comin' In And Out Of Your LifeBarbra Streisand,1,13.0,13,8,spotify:track:1ewTd6py4ifeRxoFH0HXlu
461,http://www.billboard.com/charts/hot-100/1982-07-17,7/17/1982,13,Do I Do,Stevie Wonder,Do I DoStevie Wonder,1,13.0,13,8,spotify:track:0k3fBeBIcok5gbYQyQbxP5
462,http://www.billboard.com/charts/hot-100/1984-07-14,7/14/1984,13,Doctor! Doctor!,Thompson Twins,Doctor! Doctor!Thompson Twins,1,13.0,13,8,spotify:track:7ihhy2Y8wzP6MUmbx8LYh1
463,http://www.billboard.com/charts/hot-100/1988-12-31,12/31/1988,13,Smooth Criminal,Michael Jackson,Smooth CriminalMichael Jackson,1,13.0,13,8,spotify:track:2bCQHF9gdG5BNDVuEIEnNk
464,http://www.billboard.com/charts/hot-100/1992-05-02,5/2/1992,13,One,U2,OneU2,1,13.0,13,8,spotify:track:3G69vJMWsX6ZohTykad2AU
465,http://www.billboard.com/charts/hot-100/1994-03-19,3/19/1994,13,Rock And Roll Dreams Come Through,Meat Loaf,Rock And Roll Dreams Come ThroughMeat Loaf,1,13.0,13,8,spotify:track:452fSzvkB2A8FHVI4JKK2S
467,http://www.billboard.com/charts/hot-100/2000-11-25,11/25/2000,13,She Bangs,Ricky Martin,She BangsRicky Martin,1,13.0,13,8,spotify:track:1uPrIHgYztXSkkcts9jet8
468,http://www.billboard.com/charts/hot-100/1961-04-15,4/15/1961,13,Please Love Me Forever,Cathy Jean and The Roommates,Please Love Me ForeverCathy Jean and The Roommates,1,14.0,13,8,spotify:track:3OQKbbNj1PhNHKWFUcuIJ5
469,http://www.billboard.com/charts/hot-100/1962-05-05,5/5/1962,13,She Cried,Jay & The Americans,She CriedJay & The Americans,1,14.0,13,8,spotify:track:30vrWTWGHRF6mbyCiDMamO
471,http://www.billboard.com/charts/hot-100/1966-08-13,8/13/1966,13,Over Under Sideways Down,The Yardbirds,Over Under Sideways DownThe Yardbirds,1,14.0,13,8,spotify:track:07KYQySlrmE94gaLbhvp4X
472,http://www.billboard.com/charts/hot-100/1970-05-02,5/2/1970,13,Reflections Of My Life,The Marmalade,Reflections Of My LifeThe Marmalade,1,14.0,13,8,spotify:track:2DASj6MN2XNsc2bttRBRbq
475,http://www.billboard.com/charts/hot-100/1986-05-03,5/3/1986,13,American Storm,Bob Seger,American StormBob Seger,1,14.0,13,8,spotify:track:2t9qMdL9Pa6Sp6u2u413gi
478,http://www.billboard.com/charts/hot-100/1992-10-03,10/3/1992,13,People Everyday,Arrested Development,People EverydayArrested Development,1,14.0,13,8,spotify:track:5thts3213xwSroRd11fv5A
480,http://www.billboard.com/charts/hot-100/2014-08-09,8/9/2014,13,Boom Clap,Charli XCX,Boom ClapCharli XCX,1,14.0,13,8,spotify:track:0Y1MWB026LYxGvhq4EcMiC
481,http://www.billboard.com/charts/hot-100/1960-05-21,5/21/1960,13,Cherry Pie,Skip And Flip,Cherry PieSkip And Flip,1,15.0,13,8,spotify:track:3ManMR2GV4W6xD9KQnDZHe
482,http://www.billboard.com/charts/hot-100/1962-09-08,9/8/1962,13,A Swingin' Safari,Billy Vaughn And His Orchestra,A Swingin' SafariBilly Vaughn And His Orchestra,1,15.0,13,8,spotify:track:5xUdcywqjzg84en1kHf1DI
483,http://www.billboard.com/charts/hot-100/1962-12-29,12/29/1962,13,Dear Lonely Hearts,Nat King Cole,Dear Lonely HeartsNat King Cole,1,15.0,13,8,spotify:track:5HbZY5HmVkhaqG20TAJW09
484,http://www.billboard.com/charts/hot-100/1963-03-23,3/23/1963,13,Our Winter Love,Bill Pursell,Our Winter LoveBill Pursell,1,15.0,13,8,spotify:track:66HiDLgn9SEfdfLPFHWxuZ
485,http://www.billboard.com/charts/hot-100/1965-03-13,3/13/1965,13,Red Roses For A Blue Lady,Bert Kaempfert And His Orchestra,Red Roses For A Blue LadyBert Kaempfert And His Orchestra,1,15.0,13,8,spotify:track:71UG7fxAh0mffJpyC07SiX
486,http://www.billboard.com/charts/hot-100/1970-11-21,11/21/1970,13,Super Bad (Part 1 & Part 2),James Brown,Super Bad (Part 1 & Part 2)James Brown,1,15.0,13,8,spotify:track:5YP4k0fN6bgd6EoRafb1TY
487,http://www.billboard.com/charts/hot-100/1973-06-16,6/16/1973,13,One Of A Kind (Love Affair),The Spinners,One Of A Kind (Love Affair)The Spinners,1,15.0,13,8,spotify:track:3LV2CK8sJiYjg1bV1aHQop
488,http://www.billboard.com/charts/hot-100/1976-01-10,1/10/1976,13,Sing A Song,"Earth, Wind & Fire","Sing A SongEarth, Wind & Fire",1,15.0,13,8,spotify:track:5W5FVsgGCe3T9nIMkiXqNo
489,http://www.billboard.com/charts/hot-100/1978-07-29,7/29/1978,13,Copacabana (at The Copa),Barry Manilow,Copacabana (at The Copa)Barry Manilow,1,15.0,13,8,spotify:track:5FMXrphygZ4z3gVDHGWxgl
490,http://www.billboard.com/charts/hot-100/1978-11-04,11/4/1978,13,Ready To Take A Chance Again,Barry Manilow,Ready To Take A Chance AgainBarry Manilow,1,15.0,13,8,spotify:track:3Y6cMcPEOylYZKQGgrjblU
491,http://www.billboard.com/charts/hot-100/1979-07-07,7/7/1979,13,Shine A Little Love,Electric Light Orchestra,Shine A Little LoveElectric Light Orchestra,1,15.0,13,8,spotify:track:5X6HkkTe8mUwkHo3Lccr6E
493,http://www.billboard.com/charts/hot-100/2009-08-22,8/22/2009,39,Summer Nights,Rascal Flatts,Summer NightsRascal Flatts,1,38.0,37,11,spotify:track:2F08d4KocfOdWhn7aK3gDI
494,http://www.billboard.com/charts/hot-100/2001-03-24,3/24/2001,39,Stranger In My House,Tamia,Stranger In My HouseTamia,1,39.0,38,11,spotify:track:08GOEVXupC6ECbulhPGQKm
495,http://www.billboard.com/charts/hot-100/1977-01-08,1/8/1977,39,"Do What You Want, Be What You Are",Daryl Hall John Oates,"Do What You Want, Be What You AreDaryl Hall John Oates",1,39.0,39,11,spotify:track:4FhpiTXMhXagbYUJpPW0Dh
496,http://www.billboard.com/charts/hot-100/1982-11-27,11/27/1982,39,A Penny For Your Thoughts,Tavares,A Penny For Your ThoughtsTavares,1,39.0,39,11,spotify:track:4JC90rQSqwMAhekHuu2hCj
